id,planet,star,method,year,radius,mass
2921,Kepler-1788 b,Kepler-1788,Transit,2021,2.379,NA
2922,Kepler-1789 b,Kepler-1789,Transit,2021,2.831,NA
2923,Kepler-179 b,Kepler-179,Transit,2014,1.64,NA
2924,Kepler-179 c,Kepler-179,Transit,2014,2,NA
2925,Kepler-1790 b,Kepler-1790,Transit,2021,3.145,NA
2926,Kepler-1791 b,Kepler-1791,Transit,2021,3.121,NA
2927,Kepler-1792 b,Kepler-1792,Transit,2021,2.52,NA
2928,Kepler-1793 b,Kepler-1793,Transit,2021,3.79,NA
2929,Kepler-1794 b,Kepler-1794,Transit,2021,1.794,NA
2930,Kepler-1795 b,Kepler-1795,Transit,2021,1.663,NA
2931,Kepler-1796 b,Kepler-1796,Transit,2021,2.75,NA
2932,Kepler-1797 b,Kepler-1797,Transit,2021,3.058,NA
2933,Kepler-1798 b,Kepler-1798,Transit,2021,2.309,NA
2934,Kepler-1799 b,Kepler-1799,Transit,2021,4.128,NA
2935,Kepler-18 b,Kepler-18,Transit,2011,2,6.9
2936,Kepler-18 c,Kepler-18,Transit,2011,5.49,17.3
2937,Kepler-18 d,Kepler-18,Transit,2011,6.98,16.4
2938,Kepler-180 b,Kepler-180,Transit,2014,1.5,NA
2939,Kepler-180 c,Kepler-180,Transit,2014,3.01,NA
2940,Kepler-1800 b,Kepler-1800,Transit,2021,0.997,NA
2941,Kepler-1801 b,Kepler-1801,Transit,2021,2.709,NA
2942,Kepler-1802 b,Kepler-1802,Transit,2021,1.671,NA
2943,Kepler-1802 c,Kepler-1802,Transit,2021,2.322,NA
2944,Kepler-1804 b,Kepler-1804,Transit,2021,1.596,NA
2945,Kepler-1805 b,Kepler-1805,Transit,2021,1.545,NA
2946,Kepler-1806 b,Kepler-1806,Transit,2021,2.356,NA
2947,Kepler-1807 b,Kepler-1807,Transit,2021,2.704,NA
2948,Kepler-1808 b,Kepler-1808,Transit,2021,3.025,NA
2949,Kepler-1809 b,Kepler-1809,Transit,2021,1.513,NA
2950,Kepler-181 b,Kepler-181,Transit,2014,1.27,NA
2951,Kepler-181 c,Kepler-181,Transit,2014,1.99,NA
2952,Kepler-1810 b,Kepler-1810,Transit,2021,3.918,NA
2953,Kepler-1811 b,Kepler-1811,Transit,2021,3.848,NA
2954,Kepler-1812 b,Kepler-1812,Transit,2021,2.325,NA
2955,Kepler-1813 b,Kepler-1813,Transit,2021,1.413,NA
2956,Kepler-1814 b,Kepler-1814,Transit,2021,2.37,NA
2957,Kepler-1815 b,Kepler-1815,Transit,2021,2.749,NA
2958,Kepler-1816 b,Kepler-1816,Transit,2021,1.968,NA
2959,Kepler-1817 b,Kepler-1817,Transit,2021,2.273,NA
2960,Kepler-1818 b,Kepler-1818,Transit,2021,1.714,NA
2961,Kepler-1819 b,Kepler-1819,Transit,2021,3.904,NA
2962,Kepler-182 b,Kepler-182,Transit,2014,2.58,NA
2963,Kepler-182 c,Kepler-182,Transit,2014,3.43,NA
2964,Kepler-1820 b,Kepler-1820,Transit,2021,3.119,NA
2965,Kepler-1821 b,Kepler-1821,Transit,2021,2.592,NA
2966,Kepler-1822 b,Kepler-1822,Transit,2021,2.648,NA
2967,Kepler-1823 b,Kepler-1823,Transit,2021,2.086,NA
2968,Kepler-1824 b,Kepler-1824,Transit,2021,2.381,NA
2969,Kepler-1825 b,Kepler-1825,Transit,2021,1.422,NA
2970,Kepler-1826 b,Kepler-1826,Transit,2021,1.475,NA
2971,Kepler-1827 b,Kepler-1827,Transit,2021,1.856,NA
2972,Kepler-1828 b,Kepler-1828,Transit,2021,2.116,NA
2973,Kepler-1829 b,Kepler-1829,Transit,2021,2.479,NA
2974,Kepler-183 b,Kepler-183,Transit,2014,2.06,NA
2975,Kepler-183 c,Kepler-183,Transit,2014,2.27,NA
2976,Kepler-1830 b,Kepler-1830,Transit,2021,3.33,NA
2977,Kepler-1831 b,Kepler-1831,Transit,2021,1.97,NA
2978,Kepler-1832 b,Kepler-1832,Transit,2021,1.227,NA
2979,Kepler-1833 b,Kepler-1833,Transit,2021,1.3,NA
2980,Kepler-1834 b,Kepler-1834,Transit,2021,1.459,NA
2981,Kepler-1835 b,Kepler-1835,Transit,2021,3.534,NA
2982,Kepler-1836 b,Kepler-1836,Transit,2021,2.553,NA
2983,Kepler-1837 b,Kepler-1837,Transit,2021,2.067,NA
2984,Kepler-1838 b,Kepler-1838,Transit,2021,1.66,NA
2985,Kepler-1839 b,Kepler-1839,Transit,2021,1.949,NA
2986,Kepler-184 b,Kepler-184,Transit,2014,2.36,NA
2987,Kepler-184 c,Kepler-184,Transit,2014,1.97,NA
2988,Kepler-184 d,Kepler-184,Transit,2014,2.49,NA
2989,Kepler-1840 b,Kepler-1840,Transit,2021,2.778,NA
2990,Kepler-1841 b,Kepler-1841,Transit,2021,1.489,NA
2991,Kepler-1842 b,Kepler-1842,Transit,2021,2.354,NA
2992,Kepler-1843 b,Kepler-1843,Transit,2021,2.709,NA
2993,Kepler-1844 b,Kepler-1844,Transit,2021,3.036,NA
2994,Kepler-1845 b,Kepler-1845,Transit,2021,2.438,NA
2995,Kepler-1846 b,Kepler-1846,Transit,2021,1.764,NA
2996,Kepler-1847 b,Kepler-1847,Transit,2021,2.745,NA
2997,Kepler-1848 b,Kepler-1848,Transit,2021,1.409,NA
2998,Kepler-1849 b,Kepler-1849,Transit,2021,2.387,NA
2999,Kepler-185 b,Kepler-185,Transit,2014,1.17,NA
3000,Kepler-185 c,Kepler-185,Transit,2014,2.02,NA
3001,Kepler-1850 b,Kepler-1850,Transit,2021,0.729,NA
3002,Kepler-1851 b,Kepler-1851,Transit,2021,3.9,NA
3003,Kepler-1852 b,Kepler-1852,Transit,2021,1.886,NA
3004,Kepler-1853 b,Kepler-1853,Transit,2021,1.519,NA
3005,Kepler-1854 b,Kepler-1854,Transit,2021,2.587,NA
3006,Kepler-1855 b,Kepler-1855,Transit,2021,1.216,NA
3007,Kepler-1856 b,Kepler-1856,Transit,2021,1.734,NA
3008,Kepler-1857 b,Kepler-1857,Transit,2021,1.961,NA
3009,Kepler-1858 b,Kepler-1858,Transit,2021,2.422,NA
3010,Kepler-1859 b,Kepler-1859,Transit,2021,1.583,NA
3011,Kepler-186 b,Kepler-186,Transit,2014,1.07,NA
3012,Kepler-186 c,Kepler-186,Transit,2014,1.25,NA
3013,Kepler-186 d,Kepler-186,Transit,2014,1.4,NA
3014,Kepler-186 e,Kepler-186,Transit,2014,1.27,NA
3015,Kepler-186 f,Kepler-186,Transit,2014,1.17,NA
3016,Kepler-1860 b,Kepler-1860,Transit,2021,1.139,NA
3017,Kepler-1861 b,Kepler-1861,Transit,2021,2.207,NA
3018,Kepler-1862 b,Kepler-1862,Transit,2021,2.203,NA
3019,Kepler-1863 b,Kepler-1863,Transit,2021,2.263,NA
3020,Kepler-1864 b,Kepler-1864,Transit,2021,0.754,NA
3021,Kepler-1865 b,Kepler-1865,Transit,2021,1.577,NA
3022,Kepler-1866 b,Kepler-1866,Transit,2021,2.082,NA
3023,Kepler-1867 b,Kepler-1867,Transit,2021,1.16,NA
3024,Kepler-1868 b,Kepler-1868,Transit,2021,3.15,NA
3025,Kepler-1869 b,Kepler-1869,Transit,2021,1.12,NA
3026,Kepler-187 b,Kepler-187,Transit,2014,1.41,NA
3027,Kepler-187 c,Kepler-187,Transit,2014,2.67,NA
3028,Kepler-1870 b,Kepler-1870,Transit,2021,2.101,NA
3029,Kepler-1871 b,Kepler-1871,Transit,2021,2.422,NA
3030,Kepler-1872 b,Kepler-1872,Transit,2021,2.384,NA
3031,Kepler-1873 b,Kepler-1873,Transit,2021,1.626,NA
3032,Kepler-1874 b,Kepler-1874,Transit,2021,2.211,NA
3033,Kepler-1875 b,Kepler-1875,Transit,2021,3.227,NA
3034,Kepler-1876 b,Kepler-1876,Transit,2021,0.98,NA
3035,Kepler-1877 b,Kepler-1877,Transit,2021,0.624,NA
3036,Kepler-1878 b,Kepler-1878,Transit,2021,2.92,NA
3037,Kepler-1879 b,Kepler-1879,Transit,2021,2.065,NA
3038,Kepler-188 b,Kepler-188,Transit,2014,1.68,NA
3039,Kepler-188 c,Kepler-188,Transit,2014,3.19,NA
3040,Kepler-1880 b,Kepler-1880,Transit,2021,2.117,NA
3041,Kepler-1881 b,Kepler-1881,Transit,2021,2.981,NA
3042,Kepler-1882 b,Kepler-1882,Transit,2021,1.487,NA
3043,Kepler-1883 b,Kepler-1883,Transit,2021,3.251,NA
3044,Kepler-1884 b,Kepler-1884,Transit,2021,1.814,NA
3045,Kepler-1885 b,Kepler-1885,Transit,2021,1.511,NA
3046,Kepler-1886 b,Kepler-1886,Transit,2021,2.582,NA
3047,Kepler-1887 b,Kepler-1887,Transit,2021,2.925,NA
3048,Kepler-1888 b,Kepler-1888,Transit,2021,1.326,NA
3049,Kepler-1889 b,Kepler-1889,Transit,2021,2.944,NA
3050,Kepler-189 b,Kepler-189,Transit,2014,1.21,NA
3051,Kepler-189 c,Kepler-189,Transit,2014,2.38,NA
3052,Kepler-1890 b,Kepler-1890,Transit,2021,0.869,NA
3053,Kepler-1891 b,Kepler-1891,Transit,2021,1.521,NA
3054,Kepler-1892 b,Kepler-1892,Transit,2021,1.837,NA
3055,Kepler-1893 b,Kepler-1893,Transit,2021,1.706,NA
3056,Kepler-1894 b,Kepler-1894,Transit,2021,1.201,NA
3057,Kepler-1895 b,Kepler-1895,Transit,2021,2.119,NA
3058,Kepler-1896 b,Kepler-1896,Transit,2021,3.099,NA
3059,Kepler-1897 b,Kepler-1897,Transit,2021,2.814,NA
3060,Kepler-1898 b,Kepler-1898,Transit,2021,0.934,NA
3061,Kepler-1899 b,Kepler-1899,Transit,2021,1.551,NA
3062,Kepler-19 b,Kepler-19,Transit,2011,NA,8.4
3063,Kepler-19 c,Kepler-19,Transit Timing Variations,2011,NA,13.1
3064,Kepler-19 d,Kepler-19,Radial Velocity,2017,NA,22.5
3065,Kepler-190 b,Kepler-190,Transit,2014,1.56,NA
3066,Kepler-190 c,Kepler-190,Transit,2014,1.46,NA
3067,Kepler-1900 b,Kepler-1900,Transit,2021,1.623,NA
3068,Kepler-1901 b,Kepler-1901,Transit,2021,1.474,NA
3069,Kepler-1902 b,Kepler-1902,Transit,2021,1.176,NA
3070,Kepler-1903 b,Kepler-1903,Transit,2021,2.286,NA
3071,Kepler-1904 b,Kepler-1904,Transit,2021,1.39,NA
3072,Kepler-1905 b,Kepler-1905,Transit,2021,1.446,NA
3073,Kepler-1906 b,Kepler-1906,Transit,2021,2.776,NA
3074,Kepler-1907 b,Kepler-1907,Transit,2021,0.87,NA
3075,Kepler-1907 c,Kepler-1907,Transit,2021,1.155,NA
3076,Kepler-1909 b,Kepler-1909,Transit,2021,1.092,NA
3077,Kepler-191 b,Kepler-191,Transit,2014,1.34,NA
3078,Kepler-191 c,Kepler-191,Transit,2014,1.86,NA
3079,Kepler-191 d,Kepler-191,Transit,2016,2.28,NA
3080,Kepler-1910 b,Kepler-1910,Transit,2021,1.184,NA
3081,Kepler-1911 b,Kepler-1911,Transit,2021,1.011,NA
3082,Kepler-1912 b,Kepler-1912,Transit,2021,1.357,NA
3083,Kepler-1913 b,Kepler-1913,Transit,2021,1.519,NA
3084,Kepler-1914 b,Kepler-1914,Transit,2021,2.943,NA
3085,Kepler-1915 b,Kepler-1915,Transit,2021,3.218,NA
3086,Kepler-1916 b,Kepler-1916,Transit,2021,2.618,NA
3087,Kepler-1917 b,Kepler-1917,Transit,2021,1.89,NA
3088,Kepler-1918 b,Kepler-1918,Transit,2021,2.298,NA
3089,Kepler-1919 b,Kepler-1919,Transit,2021,2.624,NA
3090,Kepler-192 b,Kepler-192,Transit,2014,2.74,NA
3091,Kepler-192 c,Kepler-192,Transit,2014,2.79,NA
3092,Kepler-192 d,Kepler-192,Transit,2016,1.02,NA
3093,Kepler-1920 b,Kepler-1920,Transit,2021,2.954,NA
3094,Kepler-1921 b,Kepler-1921,Transit,2021,2.895,NA
3095,Kepler-1922 b,Kepler-1922,Transit,2021,2.291,NA
3096,Kepler-1923 b,Kepler-1923,Transit,2021,1.96,NA
3097,Kepler-1924 b,Kepler-1924,Transit,2021,2.654,NA
3098,Kepler-1925 b,Kepler-1925,Transit,2021,3.002,NA
3099,Kepler-1926 b,Kepler-1926,Transit,2021,2.315,NA
3100,Kepler-1927 b,Kepler-1927,Transit,2021,3.406,NA
3101,Kepler-1928 b,Kepler-1928,Transit,2021,1.992,NA
3102,Kepler-1929 b,Kepler-1929,Transit,2021,3.073,NA
3103,Kepler-193 b,Kepler-193,Transit,2014,2.39,NA
3104,Kepler-193 c,Kepler-193,Transit,2014,2.75,NA
3105,Kepler-1930 b,Kepler-1930,Transit,2021,1.53,NA
3106,Kepler-1931 b,Kepler-1931,Transit,2021,2.653,NA
3107,Kepler-1932 b,Kepler-1932,Transit,2021,1.515,NA
3108,Kepler-1933 b,Kepler-1933,Transit,2021,1.18,NA
3109,Kepler-1934 b,Kepler-1934,Transit,2021,0.913,NA
3110,Kepler-1935 b,Kepler-1935,Transit,2021,2.503,NA
3111,Kepler-1936 b,Kepler-1936,Transit,2021,3.166,NA
3112,Kepler-1937 b,Kepler-1937,Transit,2021,3.023,NA
3113,Kepler-1938 b,Kepler-1938,Transit,2021,1.828,NA
3114,Kepler-1939 b,Kepler-1939,Transit,2021,1.165,NA
3115,Kepler-194 b,Kepler-194,Transit,2014,1.51,NA
3116,Kepler-194 c,Kepler-194,Transit,2014,2.59,NA
3117,Kepler-194 d,Kepler-194,Transit,2014,2.4,NA
3118,Kepler-1940 b,Kepler-1940,Transit,2021,1.547,NA
3119,Kepler-1941 b,Kepler-1941,Transit,2021,2.65,NA
3120,Kepler-1942 b,Kepler-1942,Transit,2021,2.117,NA
3121,Kepler-1943 b,Kepler-1943,Transit,2021,1.549,NA
3122,Kepler-1944 b,Kepler-1944,Transit,2021,2.76,NA
3123,Kepler-1945 b,Kepler-1945,Transit,2021,1.289,NA
3124,Kepler-1946 b,Kepler-1946,Transit,2021,2.488,NA
3125,Kepler-1947 b,Kepler-1947,Transit,2021,1.01,NA
3126,Kepler-1948 b,Kepler-1948,Transit,2021,1.033,NA
3127,Kepler-1949 b,Kepler-1949,Transit,2021,2.22,NA
3128,Kepler-195 b,Kepler-195,Transit,2014,2.03,NA
3129,Kepler-195 c,Kepler-195,Transit,2014,1.55,NA
3130,Kepler-1950 b,Kepler-1950,Transit,2021,1.527,NA
3131,Kepler-1951 b,Kepler-1951,Transit,2021,2.321,NA
3132,Kepler-1952 b,Kepler-1952,Transit,2021,1.239,NA
3133,Kepler-1953 b,Kepler-1953,Transit,2021,1.286,NA
3134,Kepler-1954 b,Kepler-1954,Transit,2021,1.802,NA
3135,Kepler-1955 b,Kepler-1955,Transit,2021,1.167,NA
3136,Kepler-1956 b,Kepler-1956,Transit,2021,1.089,NA
3137,Kepler-1957 b,Kepler-1957,Transit,2021,0.944,NA
3138,Kepler-1958 b,Kepler-1958,Transit,2021,2.051,NA
3139,Kepler-1959 b,Kepler-1959,Transit,2021,1.143,NA
3140,Kepler-196 b,Kepler-196,Transit,2014,1.9,NA
3141,Kepler-196 c,Kepler-196,Transit,2014,2.24,NA
3142,Kepler-196 d,Kepler-196,Transit,2021,2.661,NA
3143,Kepler-1960 b,Kepler-1960,Transit,2021,1.307,NA
3144,Kepler-1961 b,Kepler-1961,Transit,2021,1.619,NA
3145,Kepler-1962 b,Kepler-1962,Transit,2021,1.215,NA
3146,Kepler-1963 b,Kepler-1963,Transit,2021,0.744,NA
3147,Kepler-1964 b,Kepler-1964,Transit,2021,1.781,NA
3148,Kepler-1965 b,Kepler-1965,Transit,2021,1.354,NA
3149,Kepler-1966 b,Kepler-1966,Transit,2021,1.105,NA
3150,Kepler-1967 b,Kepler-1967,Transit,2021,0.73,NA
3151,Kepler-1968 b,Kepler-1968,Transit,2021,1.5,NA
3152,Kepler-1969 b,Kepler-1969,Transit,2021,1.682,NA
3153,Kepler-197 b,Kepler-197,Transit,2014,1.02,NA
3154,Kepler-197 c,Kepler-197,Transit,2014,1.23,NA
3155,Kepler-197 d,Kepler-197,Transit,2014,1.22,NA
3156,Kepler-197 e,Kepler-197,Transit,2014,0.91,NA
3157,Kepler-1972 b,Kepler-1972,Transit,2014,0.802,2.02
3158,Kepler-1972 c,Kepler-1972,Transit,2014,0.868,2.11
3159,Kepler-198 b,Kepler-198,Transit,2014,2.82,NA
3160,Kepler-198 c,Kepler-198,Transit,2014,2.47,NA
3161,Kepler-198 d,Kepler-198,Transit,2016,1.53,NA
3162,Kepler-199 b,Kepler-199,Transit,2014,3.11,NA
3163,Kepler-199 c,Kepler-199,Transit,2014,3.25,NA
3164,Kepler-20 b,Kepler-20,Transit,2011,1.868,9.7
3165,Kepler-20 c,Kepler-20,Transit,2011,3.047,12.75
3166,Kepler-20 d,Kepler-20,Transit,2011,2.744,10.07
3167,Kepler-20 e,Kepler-20,Transit,2011,0.865,NA
3168,Kepler-20 f,Kepler-20,Transit,2011,1.003,NA
3169,Kepler-20 g,Kepler-20,Radial Velocity,2016,NA,NA
3170,Kepler-200 b,Kepler-200,Transit,2014,2.13,NA
3171,Kepler-200 c,Kepler-200,Transit,2014,1.59,NA
3172,Kepler-201 b,Kepler-201,Transit,2014,2.46,NA
3173,Kepler-201 c,Kepler-201,Transit,2014,2.85,NA
3174,Kepler-202 b,Kepler-202,Transit,2014,1.63,NA
3175,Kepler-202 c,Kepler-202,Transit,2014,1.85,NA
3176,Kepler-203 b,Kepler-203,Transit,2014,2.57,NA
3177,Kepler-203 c,Kepler-203,Transit,2014,2.47,NA
3178,Kepler-203 d,Kepler-203,Transit,2014,1.44,NA
3179,Kepler-204 b,Kepler-204,Transit,2014,2.53,NA
3180,Kepler-204 c,Kepler-204,Transit,2014,1.79,NA
3181,Kepler-205 b,Kepler-205,Transit,2014,1.51,NA
3182,Kepler-205 c,Kepler-205,Transit,2014,1.64,NA
3183,Kepler-206 b,Kepler-206,Transit,2014,1.2,NA
3184,Kepler-206 c,Kepler-206,Transit,2014,1.77,NA
3185,Kepler-206 d,Kepler-206,Transit,2014,1.19,NA
3186,Kepler-207 b,Kepler-207,Transit,2014,1.57,NA
3187,Kepler-207 c,Kepler-207,Transit,2014,1.5,NA
3188,Kepler-207 d,Kepler-207,Transit,2014,3.31,NA
3189,Kepler-208 b,Kepler-208,Transit,2014,1.63,NA
3190,Kepler-208 c,Kepler-208,Transit,2014,1.39,NA
3191,Kepler-208 d,Kepler-208,Transit,2014,1.2,NA
3192,Kepler-208 e,Kepler-208,Transit,2014,1.48,NA
3193,Kepler-209 b,Kepler-209,Transit,2014,2.26,NA
3194,Kepler-209 c,Kepler-209,Transit,2014,3.1,NA
3195,Kepler-21 b,Kepler-21,Transit,2012,1.639,5.08
3196,Kepler-210 b,Kepler-210,Transit,2014,2.94,NA
3197,Kepler-210 c,Kepler-210,Transit,2014,3.62,NA
3198,Kepler-211 b,Kepler-211,Transit,2014,1.26,NA
3199,Kepler-211 c,Kepler-211,Transit,2014,1.29,NA
3200,Kepler-212 b,Kepler-212,Transit,2014,1.09,NA
3201,Kepler-212 c,Kepler-212,Transit,2014,2.74,NA
3202,Kepler-213 b,Kepler-213,Transit,2014,1.62,NA
3203,Kepler-213 c,Kepler-213,Transit,2014,2.34,NA
3204,Kepler-214 b,Kepler-214,Transit,2014,2.61,NA
3205,Kepler-214 c,Kepler-214,Transit,2014,2.13,NA
3206,Kepler-215 b,Kepler-215,Transit,2014,1.62,NA
3207,Kepler-215 c,Kepler-215,Transit,2014,1.77,NA
3208,Kepler-215 d,Kepler-215,Transit,2014,2.39,NA
3209,Kepler-215 e,Kepler-215,Transit,2014,1.75,NA
3210,Kepler-216 b,Kepler-216,Transit,2014,2.35,NA
3211,Kepler-216 c,Kepler-216,Transit,2014,3.04,NA
3212,Kepler-217 b,Kepler-217,Transit,2014,2.23,NA
3213,Kepler-217 c,Kepler-217,Transit,2014,1.85,NA
3214,Kepler-217 d,Kepler-217,Transit,2016,1.32,NA
3215,Kepler-218 b,Kepler-218,Transit,2014,1.48,NA
3216,Kepler-218 c,Kepler-218,Transit,2014,3.14,NA
3217,Kepler-218 d,Kepler-218,Transit,2016,2.66,NA
3218,Kepler-219 b,Kepler-219,Transit,2014,2.95,NA
3219,Kepler-219 c,Kepler-219,Transit,2014,3.58,NA
3220,Kepler-219 d,Kepler-219,Transit,2014,2.81,NA
3221,Kepler-22 b,Kepler-22,Transit,2011,2.38,36
3222,Kepler-220 b,Kepler-220,Transit,2014,0.81,NA
3223,Kepler-220 c,Kepler-220,Transit,2014,1.57,NA
3224,Kepler-220 d,Kepler-220,Transit,2014,0.98,NA
3225,Kepler-220 e,Kepler-220,Transit,2014,1.33,NA
3226,Kepler-221 b,Kepler-221,Transit,2014,1.71,NA
3227,Kepler-221 c,Kepler-221,Transit,2014,2.93,NA
3228,Kepler-221 d,Kepler-221,Transit,2014,2.73,NA
3229,Kepler-221 e,Kepler-221,Transit,2014,2.63,NA
3230,Kepler-222 b,Kepler-222,Transit,2014,3.16,NA
3231,Kepler-222 c,Kepler-222,Transit,2014,4.64,NA
3232,Kepler-222 d,Kepler-222,Transit,2014,3.69,NA
3233,Kepler-223 b,Kepler-223,Transit,2014,2.99,7.4
3234,Kepler-223 c,Kepler-223,Transit,2014,3.44,5.1
3235,Kepler-223 d,Kepler-223,Transit,2014,5.24,8
3236,Kepler-223 e,Kepler-223,Transit,2014,4.6,4.8
3237,Kepler-224 b,Kepler-224,Transit,2014,1.39,NA
3238,Kepler-224 c,Kepler-224,Transit,2014,3.12,NA
3239,Kepler-224 d,Kepler-224,Transit,2014,2.3,NA
3240,Kepler-224 e,Kepler-224,Transit,2014,1.97,NA
3241,Kepler-225 b,Kepler-225,Transit,2014,1.2,NA
3242,Kepler-225 c,Kepler-225,Transit,2014,1.84,NA
3243,Kepler-226 b,Kepler-226,Transit,2014,1.55,NA
3244,Kepler-226 c,Kepler-226,Transit,2014,2.27,NA
3245,Kepler-226 d,Kepler-226,Transit,2014,1.22,NA
3246,Kepler-227 b,Kepler-227,Transit,2014,3.11,NA
3247,Kepler-227 c,Kepler-227,Transit,2014,3.04,NA
3248,Kepler-228 b,Kepler-228,Transit,2014,1.53,NA
3249,Kepler-228 c,Kepler-228,Transit,2014,2.7,NA
3250,Kepler-228 d,Kepler-228,Transit,2014,4.04,NA
3251,Kepler-229 b,Kepler-229,Transit,2014,2.2,NA
3252,Kepler-229 c,Kepler-229,Transit,2014,4.92,NA
3253,Kepler-229 d,Kepler-229,Transit,2014,3.85,NA
3254,Kepler-23 b,Kepler-23,Transit,2011,1.9,254.3
3255,Kepler-23 c,Kepler-23,Transit,2011,3.2,858.1
3256,Kepler-23 d,Kepler-23,Transit,2014,2.2,NA
3257,Kepler-230 b,Kepler-230,Transit,2014,4.26,NA
3258,Kepler-230 c,Kepler-230,Transit,2014,2.04,NA
3259,Kepler-231 b,Kepler-231,Transit,2014,1.73,NA
3260,Kepler-231 c,Kepler-231,Transit,2014,1.93,NA
3261,Kepler-232 b,Kepler-232,Transit,2014,3.08,NA
3262,Kepler-232 c,Kepler-232,Transit,2014,3.83,NA
3263,Kepler-233 b,Kepler-233,Transit,2014,2.43,NA
3264,Kepler-233 c,Kepler-233,Transit,2014,2.71,NA
3265,Kepler-234 b,Kepler-234,Transit,2014,3.7,NA
3266,Kepler-234 c,Kepler-234,Transit,2014,3.51,NA
3267,Kepler-235 b,Kepler-235,Transit,2014,2.23,NA
3268,Kepler-235 c,Kepler-235,Transit,2014,1.28,NA
3269,Kepler-235 d,Kepler-235,Transit,2014,2.05,NA
3270,Kepler-235 e,Kepler-235,Transit,2014,2.22,NA
3271,Kepler-236 b,Kepler-236,Transit,2014,1.57,NA
3272,Kepler-236 c,Kepler-236,Transit,2014,2,NA
3273,Kepler-237 b,Kepler-237,Transit,2014,1.41,NA
3274,Kepler-237 c,Kepler-237,Transit,2014,2.08,NA
3275,Kepler-238 b,Kepler-238,Transit,2014,1.73,NA
3276,Kepler-238 c,Kepler-238,Transit,2014,2.39,NA
3277,Kepler-238 d,Kepler-238,Transit,2014,3.07,NA
3278,Kepler-238 e,Kepler-238,Transit,2013,5.6,169.7
3279,Kepler-238 f,Kepler-238,Transit,2013,2,13.5
3280,Kepler-239 b,Kepler-239,Transit,2014,2.33,NA
3281,Kepler-239 c,Kepler-239,Transit,2014,2.51,NA
3282,Kepler-24 b,Kepler-24,Transit,2011,2.4,508.5
3283,Kepler-24 c,Kepler-24,Transit,2011,2.8,508.5
3284,Kepler-24 d,Kepler-24,Transit,2014,1.67,NA
3285,Kepler-24 e,Kepler-24,Transit,2014,2.78,NA
3286,Kepler-240 b,Kepler-240,Transit,2014,1.37,NA
3287,Kepler-240 c,Kepler-240,Transit,2014,2.2,NA
3288,Kepler-241 b,Kepler-241,Transit,2014,2.33,NA
3289,Kepler-241 c,Kepler-241,Transit,2014,2.57,NA
3290,Kepler-242 b,Kepler-242,Transit,2014,2.61,NA
3291,Kepler-242 c,Kepler-242,Transit,2014,2,NA
3292,Kepler-243 b,Kepler-243,Transit,2014,2.45,NA
3293,Kepler-243 c,Kepler-243,Transit,2014,1.99,NA
3294,Kepler-244 b,Kepler-244,Transit,2014,2.76,NA
3295,Kepler-244 c,Kepler-244,Transit,2014,2.05,NA
3296,Kepler-244 d,Kepler-244,Transit,2014,2.31,NA
3297,Kepler-245 b,Kepler-245,Transit,2014,2.57,NA
3298,Kepler-245 c,Kepler-245,Transit,2014,2.18,NA
3299,Kepler-245 d,Kepler-245,Transit,2014,3.03,NA
3300,Kepler-245 e,Kepler-245,Transit,2016,1.75,NA
3301,Kepler-246 b,Kepler-246,Transit,2014,2.34,NA
3302,Kepler-246 c,Kepler-246,Transit,2014,1.5,NA
3303,Kepler-247 b,Kepler-247,Transit,2014,1.64,NA
3304,Kepler-247 c,Kepler-247,Transit,2014,4.09,NA
3305,Kepler-247 d,Kepler-247,Transit,2014,3.94,NA
3306,Kepler-248 b,Kepler-248,Transit,2014,3.02,NA
3307,Kepler-248 c,Kepler-248,Transit,2014,4.07,NA
3308,Kepler-249 b,Kepler-249,Transit,2014,1.09,NA
3309,Kepler-249 c,Kepler-249,Transit,2014,1.51,NA
3310,Kepler-249 d,Kepler-249,Transit,2014,1.57,NA
3311,Kepler-25 b,Kepler-25,Transit,2011,2.748,8.7
3312,Kepler-25 c,Kepler-25,Transit,2011,5.217,15.2
3313,Kepler-25 d,Kepler-25,Radial Velocity,2014,NA,71.9
3314,Kepler-250 b,Kepler-250,Transit,2014,1.13,NA
3315,Kepler-250 c,Kepler-250,Transit,2014,2.28,NA
3316,Kepler-250 d,Kepler-250,Transit,2014,2.18,NA
3317,Kepler-251 b,Kepler-251,Transit,2014,1.33,NA
3318,Kepler-251 c,Kepler-251,Transit,2014,2.77,NA
3319,Kepler-251 d,Kepler-251,Transit,2014,2.77,NA
3320,Kepler-251 e,Kepler-251,Transit,2014,2.77,NA
3321,Kepler-252 b,Kepler-252,Transit,2014,1.23,NA
3322,Kepler-252 c,Kepler-252,Transit,2014,2.15,NA
3323,Kepler-253 b,Kepler-253,Transit,2014,1.63,NA
3324,Kepler-253 c,Kepler-253,Transit,2014,2.65,NA
3325,Kepler-253 d,Kepler-253,Transit,2014,3.17,NA
3326,Kepler-254 b,Kepler-254,Transit,2014,3.87,NA
3327,Kepler-254 c,Kepler-254,Transit,2014,2.15,NA
3328,Kepler-254 d,Kepler-254,Transit,2014,2.5,NA
3329,Kepler-255 b,Kepler-255,Transit,2014,1.55,NA
3330,Kepler-255 c,Kepler-255,Transit,2014,2.99,NA
3331,Kepler-255 d,Kepler-255,Transit,2016,1.32,NA
