zip,sex,age,obese,n,pop
53015,male,18-34,14,52,224
53016,male,18-34,NA,NA,50
53017,male,18-34,35,142,483
53018,male,18-34,NA,NA,629
53019,male,18-34,NA,NA,160
53020,male,18-34,20,67,229
53021,male,18-34,30,96,620
53022,male,18-34,151,732,1681
53023,male,18-34,NA,NA,771
53024,male,18-34,69,260,1682
53027,male,18-34,165,529,2210
53029,male,18-34,39,192,1537
53031,male,18-34,NA,NA,0
53032,male,18-34,39,96,387
53033,male,18-34,37,122,287
53034,male,18-34,NA,NA,208
53035,male,18-34,NA,NA,258
53036,male,18-34,NA,NA,297
53037,male,18-34,119,373,850
53038,male,18-34,23,53,447
53039,male,18-34,23,66,564
53040,male,18-34,122,377,663
53042,male,18-34,30,106,751
53044,male,18-34,10,45,148
53045,male,18-34,58,319,1546
53046,male,18-34,NA,NA,115
53047,male,18-34,NA,NA,26
53048,male,18-34,NA,NA,440
53049,male,18-34,NA,NA,233
53050,male,18-34,31,79,629
53051,male,18-34,263,1066,3180
53057,male,18-34,NA,NA,162
53058,male,18-34,NA,NA,290
53059,male,18-34,NA,NA,190
53061,male,18-34,23,56,360
53063,male,18-34,NA,NA,118
53065,male,18-34,NA,NA,200
53066,male,18-34,NA,NA,2754
53069,male,18-34,NA,NA,43
53070,male,18-34,37,101,399
53072,male,18-34,61,246,2189
53073,male,18-34,79,320,1359
53074,male,18-34,45,178,1639
53075,male,18-34,20,64,256
53076,male,18-34,31,115,262
53078,male,18-34,NA,NA,129
53079,male,18-34,NA,NA,127
53080,male,18-34,40,113,586
53081,male,18-34,333,983,5355
53083,male,18-34,135,428,1763
53085,male,18-34,72,269,821
53086,male,18-34,76,268,743
53088,male,18-34,NA,NA,59
53089,male,18-34,109,457,1652
53090,male,18-34,252,859,2114
53091,male,18-34,24,57,199
53092,male,18-34,62,294,1365
53093,male,18-34,NA,NA,183
53094,male,18-34,NA,NA,2104
53095,male,18-34,327,1227,2523
53097,male,18-34,20,98,296
53098,male,18-34,NA,NA,1148
53103,male,18-34,NA,NA,289
53104,male,18-34,NA,NA,652
53105,male,18-34,NA,NA,3009
53108,male,18-34,NA,NA,278
53110,male,18-34,NA,NA,1982
53114,male,18-34,31,74,358
53115,male,18-34,156,480,1766
53118,male,18-34,NA,NA,479
53119,male,18-34,NA,NA,380
53120,male,18-34,NA,NA,959
53121,male,18-34,117,393,1916
53122,male,18-34,15,107,327
53125,male,18-34,NA,NA,71
53126,male,18-34,NA,NA,652
53128,male,18-34,47,148,971
53129,male,18-34,NA,NA,1313
53130,male,18-34,29,105,788
53132,male,18-34,NA,NA,4033
53137,male,18-34,NA,NA,121
53139,male,18-34,NA,NA,374
53140,male,18-34,NA,NA,4258
53142,male,18-34,NA,NA,3131
53143,male,18-34,NA,NA,2673
53144,male,18-34,NA,NA,3646
53146,male,18-34,NA,NA,662
53147,male,18-34,81,291,1708
53149,male,18-34,NA,NA,1343
53150,male,18-34,47,207,1901
53151,male,18-34,114,440,3030
53153,male,18-34,NA,NA,170
53154,male,18-34,NA,NA,4312
53156,male,18-34,15,46,218
53158,male,18-34,NA,NA,1602
53167,male,18-34,NA,NA,80
53168,male,18-34,NA,NA,899
53170,male,18-34,NA,NA,194
53172,male,18-34,NA,NA,2168
53177,male,18-34,NA,NA,1507
53178,male,18-34,NA,NA,246
53179,male,18-34,NA,NA,581
53181,male,18-34,21,68,673
53182,male,18-34,NA,NA,597
53183,male,18-34,NA,NA,344
53184,male,18-34,31,120,421
53185,male,18-34,NA,NA,1568
53186,male,18-34,NA,NA,5499
53188,male,18-34,NA,NA,4067
53189,male,18-34,NA,NA,2331
53190,male,18-34,178,653,5206
53191,male,18-34,11,52,159
53192,male,18-34,NA,NA,0
53195,male,18-34,NA,NA,0
53202,male,18-34,135,782,6985
53203,male,18-34,NA,NA,336
53204,male,18-34,NA,NA,5100
53205,male,18-34,35,116,1055
53206,male,18-34,102,302,2542
53207,male,18-34,NA,NA,4496
53208,male,18-34,150,480,3979
53209,male,18-34,191,580,4873
53210,male,18-34,119,390,2761
53211,male,18-34,NA,NA,9284
53212,male,18-34,NA,NA,5528
53213,male,18-34,167,846,3500
53214,male,18-34,215,617,5353
53215,male,18-34,NA,NA,8622
53216,male,18-34,145,397,3628
53217,male,18-34,98,508,2181
53218,male,18-34,193,573,4711
53219,male,18-34,NA,NA,4390
53220,male,18-34,NA,NA,2902
53221,male,18-34,NA,NA,4354
53222,male,18-34,145,458,2969
53223,male,18-34,145,425,2305
53224,male,18-34,155,456,2378
53225,male,18-34,148,452,2801
53226,male,18-34,141,616,2593
53227,male,18-34,107,341,2705
53228,male,18-34,63,218,1553
53233,male,18-34,NA,NA,5409
53235,male,18-34,NA,NA,1041
53295,male,18-34,NA,NA,21
53402,male,18-34,NA,NA,3035
53403,male,18-34,NA,NA,3279
53404,male,18-34,NA,NA,1980
53405,male,18-34,NA,NA,2753
53406,male,18-34,NA,NA,2210
53501,male,18-34,NA,NA,0
53502,male,18-34,70,172,263
53503,male,18-34,16,45,186
53504,male,18-34,25,101,151
53505,male,18-34,NA,NA,35
53506,male,18-34,NA,NA,76
53507,male,18-34,28,84,193
53508,male,18-34,72,265,542
53510,male,18-34,NA,NA,171
53511,male,18-34,312,928,5658
53515,male,18-34,25,96,231
53516,male,18-34,37,106,165
53517,male,18-34,21,75,136
53518,male,18-34,NA,NA,89
53520,male,18-34,156,434,612
53521,male,18-34,63,203,282
53522,male,18-34,27,57,91
53523,male,18-34,53,180,362
53525,male,18-34,43,111,440
53526,male,18-34,NA,NA,78
53527,male,18-34,135,507,1026
53528,male,18-34,80,296,509
53529,male,18-34,35,116,372
53530,male,18-34,34,87,562
53531,male,18-34,63,208,475
53532,male,18-34,216,682,1362
53533,male,18-34,74,207,693
53534,male,18-34,196,606,1184
53536,male,18-34,147,484,685
53537,male,18-34,10,32,43
53538,male,18-34,183,511,1585
53540,male,18-34,NA,NA,28
53541,male,18-34,NA,NA,44
53543,male,18-34,12,40,182
53544,male,18-34,14,35,70
53545,male,18-34,449,1427,2961
53546,male,18-34,545,1790,2811
53548,male,18-34,349,1021,1845
53549,male,18-34,49,153,974
53550,male,18-34,27,80,130
53551,male,18-34,51,172,759
53553,male,18-34,NA,NA,52
53554,male,18-34,NA,NA,116
53555,male,18-34,65,225,515
53556,male,18-34,15,50,227
53557,male,18-34,NA,NA,41
53558,male,18-34,148,586,1002
53559,male,18-34,94,275,465
53560,male,18-34,47,147,330
53561,male,18-34,NA,NA,121
53562,male,18-34,298,1443,2608
53563,male,18-34,176,555,972
53565,male,18-34,31,106,360
53566,male,18-34,322,1085,1489
53569,male,18-34,13,32,113
53570,male,18-34,31,131,225
53571,male,18-34,NA,NA,31
53572,male,18-34,118,497,730
53573,male,18-34,24,51,321
53574,male,18-34,61,221,283
53575,male,18-34,218,864,1901
53576,male,18-34,41,114,276
53577,male,18-34,NA,NA,163
53578,male,18-34,31,119,546
53579,male,18-34,12,31,127
53580,male,18-34,NA,NA,50
53581,male,18-34,36,108,1015
53582,male,18-34,15,41,84
53583,male,18-34,37,114,604
53585,male,18-34,32,76,231
53586,male,18-34,18,34,191
53587,male,18-34,26,73,121
53588,male,18-34,20,60,331
53589,male,18-34,290,1035,1913
53590,male,18-34,589,2038,4024
53593,male,18-34,323,1478,1684
53594,male,18-34,43,138,583
53597,male,18-34,208,899,1283
53598,male,18-34,58,176,325
53599,male,18-34,NA,NA,7
53702,male,18-34,NA,NA,0
53703,male,18-34,327,2515,10376
53704,male,18-34,741,2751,6226
53705,male,18-34,220,1421,3763
53706,male,18-34,NA,NA,3241
53711,male,18-34,652,2722,5174
53713,male,18-34,447,1534,4384
53714,male,18-34,249,913,2142
53715,male,18-34,93,634,6030
53716,male,18-34,273,977,2043
53717,male,18-34,176,774,1677
53718,male,18-34,235,873,1639
53719,male,18-34,605,2475,5928
53726,male,18-34,40,289,1768
53792,male,18-34,NA,NA,0
53801,male,18-34,NA,NA,77
53802,male,18-34,NA,NA,3
53803,male,18-34,NA,NA,119
53804,male,18-34,NA,NA,149
53805,male,18-34,84,203,657
53806,male,18-34,NA,NA,138
53807,male,18-34,NA,NA,498
53808,male,18-34,NA,NA,121
53809,male,18-34,40,87,468
53810,male,18-34,NA,NA,38
53811,male,18-34,NA,NA,230
53813,male,18-34,13,57,486
53816,male,18-34,NA,NA,68
53817,male,18-34,NA,NA,26
53818,male,18-34,NA,NA,4824
53820,male,18-34,NA,NA,237
53821,male,18-34,126,314,882
53825,male,18-34,NA,NA,58
53826,male,18-34,20,46,126
53827,male,18-34,NA,NA,25
53901,male,18-34,128,400,1879
53910,male,18-34,17,57,168
53911,male,18-34,21,71,141
53913,male,18-34,230,714,2418
53916,male,18-34,278,798,2453
53919,male,18-34,NA,NA,279
53920,male,18-34,NA,NA,7
53922,male,18-34,11,30,116
53923,male,18-34,20,56,239
53924,male,18-34,NA,NA,105
53925,male,18-34,118,292,789
53926,male,18-34,NA,NA,145
53928,male,18-34,NA,NA,28
53929,male,18-34,31,77,272
53930,male,18-34,NA,NA,87
53931,male,18-34,NA,NA,46
53932,male,18-34,30,103,272
53933,male,18-34,NA,NA,995
53934,male,18-34,20,57,369
53935,male,18-34,NA,NA,40
53936,male,18-34,NA,NA,638
53937,male,18-34,NA,NA,87
53939,male,18-34,NA,NA,20
53941,male,18-34,NA,NA,330
53943,male,18-34,NA,NA,101
53944,male,18-34,12,37,222
53946,male,18-34,NA,NA,316
53947,male,18-34,NA,NA,6
53948,male,18-34,42,125,875
53949,male,18-34,36,106,505
53950,male,18-34,25,86,731
53951,male,18-34,20,41,216
53952,male,18-34,25,60,225
53953,male,18-34,NA,NA,54
53954,male,18-34,57,199,648
53955,male,18-34,70,214,534
53956,male,18-34,30,96,292
53959,male,18-34,63,185,1440
53960,male,18-34,33,116,324
53961,male,18-34,NA,NA,61
53963,male,18-34,NA,NA,2170
53964,male,18-34,22,50,317
53965,male,18-34,92,261,1050
53968,male,18-34,17,53,185
53969,male,18-34,NA,NA,29
54001,male,18-34,NA,NA,670
54002,male,18-34,NA,NA,693
54003,male,18-34,NA,NA,54
54004,male,18-34,NA,NA,223
54005,male,18-34,NA,NA,267
54006,male,18-34,NA,NA,74
54007,male,18-34,NA,NA,109
54009,male,18-34,NA,NA,212
54010,male,18-34,NA,NA,0
54011,male,18-34,NA,NA,560
54013,male,18-34,NA,NA,312
54014,male,18-34,NA,NA,168
54015,male,18-34,NA,NA,426
54016,male,18-34,NA,NA,3014
54017,male,18-34,NA,NA,1743
54020,male,18-34,NA,NA,686
54021,male,18-34,NA,NA,689
54022,male,18-34,NA,NA,3518
54023,male,18-34,NA,NA,416
54024,male,18-34,NA,NA,424
54025,male,18-34,NA,NA,720
54026,male,18-34,NA,NA,180
54027,male,18-34,NA,NA,89
54028,male,18-34,NA,NA,212
54082,male,18-34,NA,NA,28
54101,male,18-34,29,86,205
54102,male,18-34,NA,NA,39
54103,male,18-34,NA,NA,23
54104,male,18-34,NA,NA,16
54106,male,18-34,42,121,558
54107,male,18-34,NA,NA,341
54110,male,18-34,25,77,500
54111,male,18-34,NA,NA,184
54112,male,18-34,18,60,297
54113,male,18-34,27,90,190
54114,male,18-34,13,55,374
54115,male,18-34,332,1394,5058
54119,male,18-34,NA,NA,197
54120,male,18-34,NA,NA,6
54121,male,18-34,NA,NA,219
54123,male,18-34,NA,NA,20
54124,male,18-34,46,162,362
54125,male,18-34,NA,NA,55
54126,male,18-34,13,72,419
54127,male,18-34,NA,NA,3
54128,male,18-34,NA,NA,180
54129,male,18-34,16,54,305
54130,male,18-34,212,608,3190
54135,male,18-34,NA,NA,354
54136,male,18-34,59,198,797
54137,male,18-34,NA,NA,46
54138,male,18-34,NA,NA,40
54139,male,18-34,55,141,252
54140,male,18-34,82,249,1147
54141,male,18-34,24,91,255
54143,male,18-34,NA,NA,1481
54149,male,18-34,NA,NA,68
54150,male,18-34,NA,NA,121
54151,male,18-34,NA,NA,305
54153,male,18-34,77,234,740
54154,male,18-34,78,271,465
54155,male,18-34,62,180,371
54156,male,18-34,NA,NA,117
54157,male,18-34,18,54,532
54159,male,18-34,NA,NA,75
54160,male,18-34,NA,NA,34
54161,male,18-34,27,67,231
54162,male,18-34,111,360,753
54165,male,18-34,68,187,676
54166,male,18-34,NA,NA,1523
54169,male,18-34,NA,NA,189
54170,male,18-34,31,114,331
54171,male,18-34,37,138,309
54173,male,18-34,34,135,224
54174,male,18-34,35,102,201
54175,male,18-34,NA,NA,40
54177,male,18-34,NA,NA,232
54180,male,18-34,22,52,288
54201,male,18-34,18,59,470
54202,male,18-34,NA,NA,128
54204,male,18-34,NA,NA,173
54205,male,18-34,14,54,222
54207,male,18-34,NA,NA,31
54208,male,18-34,38,122,503
54209,male,18-34,NA,NA,85
54210,male,18-34,NA,NA,115
54211,male,18-34,NA,NA,4
54212,male,18-34,NA,NA,17
54213,male,18-34,NA,NA,101
54214,male,18-34,NA,NA,35
54216,male,18-34,47,132,515
54217,male,18-34,84,249,668
54220,male,18-34,NA,NA,3697
54227,male,18-34,NA,NA,148
54228,male,18-34,NA,NA,281
54229,male,18-34,31,125,304
54230,male,18-34,NA,NA,379
54232,male,18-34,NA,NA,75
54234,male,18-34,NA,NA,47
54235,male,18-34,NA,NA,1382
54241,male,18-34,NA,NA,1569
54245,male,18-34,NA,NA,212
54246,male,18-34,NA,NA,40
54247,male,18-34,NA,NA,205
54301,male,18-34,218,775,2611
54302,male,18-34,235,765,3882
54303,male,18-34,296,887,4137
54304,male,18-34,252,831,3634
54307,male,18-34,NA,NA,763
54311,male,18-34,301,1007,4562
54313,male,18-34,323,1311,3308
54401,male,18-34,606,1949,3509
54403,male,18-34,457,1465,2687
54405,male,18-34,39,132,183
54406,male,18-34,19,68,228
54407,male,18-34,NA,NA,127
54408,male,18-34,15,59,100
54409,male,18-34,213,644,1240
54410,male,18-34,19,56,201
54411,male,18-34,74,213,572
54412,male,18-34,18,61,183
54413,male,18-34,NA,NA,10
54414,male,18-34,72,196,356
54416,male,18-34,NA,NA,161
54417,male,18-34,NA,NA,0
54418,male,18-34,21,42,80
54420,male,18-34,11,35,88
54421,male,18-34,50,124,307
54422,male,18-34,NA,NA,135
54423,male,18-34,19,53,198
54424,male,18-34,23,55,105
54425,male,18-34,24,57,288
54426,male,18-34,64,230,388
54427,male,18-34,10,51,82
54428,male,18-34,11,37,39
54430,male,18-34,NA,NA,14
54433,male,18-34,21,72,132
54435,male,18-34,21,52,155
54436,male,18-34,NA,NA,236
54437,male,18-34,11,44,317
54440,male,18-34,66,188,267
54441,male,18-34,11,32,64
54442,male,18-34,NA,NA,87
54443,male,18-34,14,55,209
54446,male,18-34,21,56,392
54447,male,18-34,NA,NA,49
54448,male,18-34,61,213,301
54449,male,18-34,262,827,2826
54450,male,18-34,NA,NA,73
54451,male,18-34,188,517,1164
54452,male,18-34,277,761,1774
54454,male,18-34,15,35,152
54455,male,18-34,308,965,1749
54456,male,18-34,NA,NA,478
54457,male,18-34,139,423,609
54458,male,18-34,NA,NA,5
54459,male,18-34,NA,NA,97
54460,male,18-34,12,44,245
54462,male,18-34,NA,NA,14
54463,male,18-34,NA,NA,64
54465,male,18-34,NA,NA,14
54466,male,18-34,23,79,289
54467,male,18-34,128,394,1764
54469,male,18-34,22,89,142
54470,male,18-34,23,70,142
54471,male,18-34,32,84,154
54473,male,18-34,24,68,187
54474,male,18-34,63,230,388
54475,male,18-34,21,75,162
54476,male,18-34,381,1269,2212
54479,male,18-34,36,102,420
54480,male,18-34,15,43,102
54481,male,18-34,239,771,6140
54482,male,18-34,70,215,969
54484,male,18-34,42,147,492
54485,male,18-34,NA,NA,26
54486,male,18-34,17,42,220
54487,male,18-34,30,82,659
54488,male,18-34,NA,NA,122
54489,male,18-34,14,47,136
54490,male,18-34,NA,NA,63
54491,male,18-34,15,52,117
54493,male,18-34,NA,NA,57
54494,male,18-34,518,1616,1959
54495,male,18-34,171,517,932
54498,male,18-34,21,43,210
54499,male,18-34,45,140,251
54501,male,18-34,150,474,1873
54511,male,18-34,NA,NA,130
54512,male,18-34,NA,NA,8
54513,male,18-34,NA,NA,16
54514,male,18-34,16,45,115
54515,male,18-34,NA,NA,33
54517,male,18-34,NA,NA,2
54519,male,18-34,NA,NA,83
54520,male,18-34,19,51,504
54521,male,18-34,23,84,685
54524,male,18-34,NA,NA,44
54525,male,18-34,NA,NA,5
54526,male,18-34,NA,NA,80
54527,male,18-34,NA,NA,79
54529,male,18-34,NA,NA,68
54530,male,18-34,NA,NA,106
54531,male,18-34,NA,NA,55
54534,male,18-34,36,106,160
54536,male,18-34,NA,NA,18
54537,male,18-34,NA,NA,41
54538,male,18-34,NA,NA,264
54539,male,18-34,NA,NA,134
54540,male,18-34,NA,NA,64
54541,male,18-34,NA,NA,81
54542,male,18-34,NA,NA,8
54545,male,18-34,NA,NA,43
54546,male,18-34,NA,NA,111
54547,male,18-34,NA,NA,98
54548,male,18-34,26,86,381
54550,male,18-34,13,46,47
54552,male,18-34,41,123,308
54554,male,18-34,NA,NA,33
54555,male,18-34,66,169,363
54556,male,18-34,12,53,85
54557,male,18-34,NA,NA,31
54558,male,18-34,NA,NA,125
54559,male,18-34,NA,NA,48
54560,male,18-34,NA,NA,26
54561,male,18-34,NA,NA,0
54562,male,18-34,15,46,101
54563,male,18-34,NA,NA,40
54564,male,18-34,NA,NA,28
54565,male,18-34,NA,NA,5
54566,male,18-34,NA,NA,120
54568,male,18-34,31,81,284
54601,male,18-34,655,2390,9270
54603,male,18-34,259,689,2448
54610,male,18-34,NA,NA,119
54611,male,18-34,NA,NA,119
54612,male,18-34,104,386,547
54613,male,18-34,NA,NA,174
54614,male,18-34,50,143,305
54615,male,18-34,NA,NA,1491
54616,male,18-34,42,96,248
54618,male,18-34,20,57,257
54619,male,18-34,29,81,411
54621,male,18-34,11,34,73
54622,male,18-34,12,56,195
54623,male,18-34,22,74,133
54624,male,18-34,18,44,93
54625,male,18-34,NA,NA,32
54626,male,18-34,15,42,160
54627,male,18-34,33,82,150
54628,male,18-34,NA,NA,80
54629,male,18-34,16,54,249
54630,male,18-34,68,200,369
54631,male,18-34,11,49,144
54632,male,18-34,NA,NA,75
54634,male,18-34,40,117,394
54635,male,18-34,NA,NA,168
54636,male,18-34,229,707,1369
54637,male,18-34,NA,NA,15
54638,male,18-34,16,34,102
54639,male,18-34,16,36,213
54641,male,18-34,NA,NA,0
54642,male,18-34,21,64,254
54643,male,18-34,NA,NA,0
54644,male,18-34,20,67,89
54645,male,18-34,NA,NA,5
54646,male,18-34,32,78,269
54648,male,18-34,16,37,109
54650,male,18-34,328,1147,2006
54651,male,18-34,NA,NA,108
54652,male,18-34,NA,NA,48
54653,male,18-34,15,47,127
54654,male,18-34,NA,NA,19
54655,male,18-34,NA,NA,167
54656,male,18-34,302,834,1903
54657,male,18-34,NA,NA,33
54658,male,18-34,27,93,220
54659,male,18-34,18,41,183
54660,male,18-34,188,523,1424
54661,male,18-34,28,132,300
54664,male,18-34,NA,NA,133
54665,male,18-34,74,215,685
54666,male,18-34,28,79,206
54667,male,18-34,39,118,397
54669,male,18-34,116,389,748
54670,male,18-34,19,37,255
54701,male,18-34,NA,NA,6310
54703,male,18-34,247,714,7023
54720,male,18-34,43,115,975
54721,male,18-34,NA,NA,118
54722,male,18-34,35,83,480
54723,male,18-34,NA,NA,170
54724,male,18-34,NA,NA,685
54725,male,18-34,NA,NA,310
54726,male,18-34,NA,NA,159
54727,male,18-34,39,118,509
54728,male,18-34,34,95,437
54729,male,18-34,221,620,3511
54730,male,18-34,NA,NA,459
54731,male,18-34,NA,NA,76
54732,male,18-34,30,77,321
54733,male,18-34,NA,NA,90
54734,male,18-34,NA,NA,98
54736,male,18-34,NA,NA,397
54737,male,18-34,NA,NA,51
54738,male,18-34,15,46,235
54739,male,18-34,NA,NA,551
54740,male,18-34,NA,NA,204
54741,male,18-34,NA,NA,185
54742,male,18-34,24,65,431
54745,male,18-34,16,37,117
54746,male,18-34,NA,NA,62
54747,male,18-34,47,147,280
54748,male,18-34,NA,NA,199
54749,male,18-34,NA,NA,145
54750,male,18-34,NA,NA,77
54751,male,18-34,NA,NA,5169
54754,male,18-34,NA,NA,138
54755,male,18-34,NA,NA,665
54756,male,18-34,NA,NA,71
54757,male,18-34,NA,NA,285
54758,male,18-34,17,57,433
54759,male,18-34,NA,NA,102
54760,male,18-34,NA,NA,15
54761,male,18-34,NA,NA,107
54762,male,18-34,NA,NA,94
54763,male,18-34,NA,NA,89
54765,male,18-34,NA,NA,15
54766,male,18-34,NA,NA,107
54767,male,18-34,NA,NA,359
54768,male,18-34,NA,NA,1090
54769,male,18-34,NA,NA,33
54770,male,18-34,NA,NA,172
54771,male,18-34,NA,NA,427
54772,male,18-34,NA,NA,107
54773,male,18-34,38,129,277
54801,male,18-34,NA,NA,568
54805,male,18-34,NA,NA,188
54806,male,18-34,NA,NA,1259
54810,male,18-34,NA,NA,204
54812,male,18-34,NA,NA,888
54813,male,18-34,NA,NA,37
54814,male,18-34,NA,NA,235
54817,male,18-34,NA,NA,139
54819,male,18-34,14,37,185
54820,male,18-34,NA,NA,37
54821,male,18-34,NA,NA,58
54822,male,18-34,21,80,404
54824,male,18-34,NA,NA,223
54826,male,18-34,NA,NA,43
54827,male,18-34,NA,NA,7
54828,male,18-34,NA,NA,62
54829,male,18-34,18,49,434
54830,male,18-34,NA,NA,121
54832,male,18-34,NA,NA,18
54835,male,18-34,NA,NA,57
54836,male,18-34,NA,NA,87
54837,male,18-34,NA,NA,328
54838,male,18-34,NA,NA,146
54839,male,18-34,NA,NA,15
54840,male,18-34,NA,NA,382
54841,male,18-34,NA,NA,43
54842,male,18-34,NA,NA,15
54843,male,18-34,NA,NA,931
54844,male,18-34,NA,NA,24
54845,male,18-34,NA,NA,19
54846,male,18-34,NA,NA,54
54847,male,18-34,NA,NA,134
54848,male,18-34,28,84,523
54849,male,18-34,NA,NA,143
54850,male,18-34,NA,NA,5
54853,male,18-34,NA,NA,341
54854,male,18-34,NA,NA,59
54855,male,18-34,NA,NA,85
54856,male,18-34,NA,NA,151
54857,male,18-34,NA,NA,0
54858,male,18-34,NA,NA,155
54859,male,18-34,NA,NA,72
54861,male,18-34,NA,NA,14
54862,male,18-34,NA,NA,32
54864,male,18-34,NA,NA,116
54865,male,18-34,NA,NA,22
54867,male,18-34,NA,NA,11
54868,male,18-34,109,308,1612
54870,male,18-34,NA,NA,88
54871,male,18-34,NA,NA,243
54872,male,18-34,NA,NA,210
54873,male,18-34,NA,NA,124
54874,male,18-34,NA,NA,305
54875,male,18-34,NA,NA,58
54876,male,18-34,NA,NA,145
54880,male,18-34,NA,NA,3981
54888,male,18-34,NA,NA,62
54889,male,18-34,NA,NA,263
54891,male,18-34,NA,NA,324
54893,male,18-34,NA,NA,236
54895,male,18-34,NA,NA,72
54896,male,18-34,NA,NA,60
54901,male,18-34,NA,NA,8323
54902,male,18-34,NA,NA,2934
54904,male,18-34,79,266,1754
54909,male,18-34,11,34,203
54911,male,18-34,235,750,3502
54913,male,18-34,142,646,1870
54914,male,18-34,304,918,3774
54915,male,18-34,403,1310,4345
54921,male,18-34,17,44,130
54922,male,18-34,11,39,178
54923,male,18-34,NA,NA,744
54927,male,18-34,NA,NA,57
54928,male,18-34,NA,NA,47
54929,male,18-34,NA,NA,819
54930,male,18-34,NA,NA,130
54931,male,18-34,NA,NA,13
54932,male,18-34,NA,NA,88
54933,male,18-34,NA,NA,39
54934,male,18-34,NA,NA,19
54935,male,18-34,NA,NA,4793
54937,male,18-34,NA,NA,1588
54940,male,18-34,NA,NA,358
54941,male,18-34,NA,NA,208
54942,male,18-34,58,252,1086
54943,male,18-34,14,31,154
54944,male,18-34,65,238,794
54945,male,18-34,NA,NA,236
54946,male,18-34,NA,NA,0
54947,male,18-34,22,70,252
54948,male,18-34,NA,NA,19
54949,male,18-34,NA,NA,272
54950,male,18-34,NA,NA,191
54952,male,18-34,269,870,2973
54956,male,18-34,447,1557,4420
54960,male,18-34,NA,NA,133
54961,male,18-34,NA,NA,1540
54962,male,18-34,NA,NA,98
54963,male,18-34,35,115,734
54964,male,18-34,NA,NA,114
54965,male,18-34,NA,NA,85
54966,male,18-34,13,43,199
54967,male,18-34,NA,NA,20
54968,male,18-34,NA,NA,248
54970,male,18-34,NA,NA,625
54971,male,18-34,NA,NA,1191
54974,male,18-34,NA,NA,113
54977,male,18-34,NA,NA,98
54979,male,18-34,NA,NA,127
54980,male,18-34,NA,NA,0
54981,male,18-34,NA,NA,1504
54982,male,18-34,NA,NA,742
54983,male,18-34,NA,NA,358
54984,male,18-34,NA,NA,190
54985,male,18-34,NA,NA,153
54986,male,18-34,24,59,290
53001,male,35-54,44,86,302
53002,male,35-54,80,166,346
53003,male,35-54,NA,NA,11
53004,male,35-54,61,98,530
53005,male,35-54,187,527,2829
53006,male,35-54,NA,NA,342
53007,male,35-54,27,61,272
53010,male,35-54,182,402,1070
53011,male,35-54,53,101,410
53012,male,35-54,287,659,2725
53013,male,35-54,42,77,426
53014,male,35-54,79,154,1131
53015,male,35-54,38,74,338
53016,male,35-54,NA,NA,63
53017,male,35-54,102,246,960
53018,male,35-54,NA,NA,1043
53019,male,35-54,19,48,269
53020,male,35-54,64,141,544
53021,male,35-54,88,176,731
53022,male,35-54,540,1202,3029
53023,male,35-54,NA,NA,714
53024,male,35-54,263,498,2243
53027,male,35-54,421,898,3231
53029,male,35-54,145,370,3127
53031,male,35-54,NA,NA,3
53032,male,35-54,94,187,678
53033,male,35-54,99,222,770
53034,male,35-54,31,59,261
53035,male,35-54,51,85,384
53036,male,35-54,NA,NA,500
